root_x,root_y,root_z,lhipjoint_x,lhipjoint_y,lhipjoint_z,lfemur_x,lfemur_y,lfemur_z,ltibia_x,ltibia_y,ltibia_z,lfoot_x,lfoot_y,lfoot_z,ltoes_x,ltoes_y,ltoes_z,rhipjoint_x,rhipjoint_y,rhipjoint_z,rfemur_x,rfemur_y,rfemur_z,rtibia_x,rtibia_y,rtibia_z,rfoot_x,rfoot_y,rfoot_z,rtoes_x,rtoes_y,rtoes_z,lowerback_x,lowerback_y,lowerback_z,upperback_x,upperback_y,upperback_z,thorax_x,thorax_y,thorax_z,lowerneck_x,lowerneck_y,lowerneck_z,upperneck_x,upperneck_y,upperneck_z,head_x,head_y,head_z,lclavicle_x,lclavicle_y,lclavicle_z,lhumerus_x,lhumerus_y,lhumerus_z,lradius_x,lradius_y,lradius_z,lwrist_x,lwrist_y,lwrist_z,lhand_x,lhand_y,lhand_z,lfingers_x,lfingers_y,lfingers_z,lthumb_x,lthumb_y,lthumb_z,rclavicle_x,rclavicle_y,rclavicle_z,rhumerus_x,rhumerus_y,rhumerus_z,rradius_x,rradius_y,rradius_z,rwrist_x,rwrist_y,rwrist_z,rhand_x,rhand_y,rhand_z,rfingers_x,rfingers_y,rfingers_z,rthumb_x,rthumb_y,rthumb_z
0.756533,17.7553,-15.5943,2.264473837268369,15.895771161131474,-14.959940065343526,2.339054594127544,8.903605484814625,-14.191206900458635,2.85305963249227,1.4908922629354429,-16.50434816477096,2.9708778331176373,0.7514306822894222,-14.424067162397954,3.004736631575477,0.7252685933260002,-13.319325494962502,-0.7973797307742548,15.953248976111023,-15.119969455293097,-0.9050241907212009,8.852992404825066,-14.545864877591743,-1.132087115267983,1.4776290313585507,-16.7055273972092,-1.3801743278152558,0.5333480683262571,-14.575416514832643,-1.497911546724361,0.271761542897725,-13.44678138008015,0.807397284314548,19.891634382898513,-15.496412929837176,0.7973252074696758,22.01835675332264,-15.218868509486182,0.6654251161493945,24.171774878749535,-14.94441982378832,0.7728152844943837,25.815267445480373,-15.004703961339157,0.86954482657597,27.491337252876153,-14.966671956596523,0.7246212904147599,29.126495731856455,-14.579798443422563,3.9147082080052114,25.278904786265834,-15.322401339440422,4.243407615148296,20.203832668632128,-16.153087387572153,4.856983889596142,16.752424195258,-14.817364508470353,5.163772026822418,15.026719958569316,-14.14950306892473,5.475946082565771,14.609430087394752,-14.05763616563599,5.68707989566969,14.24317670633257,-14.000226782703242,5.227983057976972,14.438962572282058,-13.9893487393125,-2.4528494225691504,25.02679703418759,-15.511770551610574,-2.3711890505983257,19.79196429596511,-16.311051955988084,-2.9466871909113714,16.37138591030678,-14.856103066279822,-3.23443626106991,14.66109671747527,-14.128628621432004,-3.4332272130102046,14.108106579956111,-13.666927139566054,-3.5252292387416406,13.6339687615425,-13.306727692786506,-3.018897826932926,14.066303831394464,-13.538600091502925
0.756935,17.752,-15.5971,2.2646894691443324,15.893108266386756,-14.960434011068315,2.337566471937289,8.900864466298216,-14.192248229021828,2.8544196612681607,1.4869380140412165,-16.500862172311958,2.9715281762620553,0.7482586870268345,-14.42026320709986,3.005309864578581,0.7175204141674751,-13.315637034579893,-0.7971410248985086,15.950581371845226,-15.12090595533314,-0.9047171331604318,8.850727407812519,-14.541830965090389,-1.1308412918111355,1.4759018704934128,-16.7034277868858,-1.379564359787547,0.5290518390813485,-14.57453182257353,-1.4977275866436963,0.2644481629168753,-13.446644781784785,0.8066171614520102,19.88838072899734,-15.499618139736093,0.7963616941519371,22.014974873393495,-15.221099624601461,0.6661066814268268,24.168325926879763,-14.945342103945663,0.7720193571648215,25.81194876869289,-15.004680973037436,0.868420663888873,27.488055842621836,-14.967466704980401,0.7238147895553825,29.123620679452923,-14.582195367427047,3.9161281171434714,25.27328351759209,-15.323332394060822,4.245404066370738,20.197885593123146,-16.151796555963315,4.85698572452254,16.74589294132694,-14.81666865506495,5.162776553600754,15.01989661542724,-14.149104704620951,5.474721662557118,14.60418632344217,-14.049614967864393,5.6857563954121915,14.238939756421766,-13.985785897429379,5.226534848339277,14.434644938070514,-13.979851743187847,-2.451652485970195,25.025985711188348,-15.511542865127005,-2.3696035705525054,19.79031951610326,-16.30530633494783,-2.9460404562135474,16.36761888163147,-14.855729928808504,-3.2342588990461234,14.656268564393182,-14.130941725745304,-3.431559241295574,14.105004402006447,-13.666544706654632,-3.522337965524589,13.6323025274185,-13.304154245911812,-3.0169730108004167,14.064342730878971,-13.538675138438027
0.756453,17.7513,-15.6027,2.2630259103877535,15.891261780146362,-14.966585635791647,2.336976776895332,8.89946716662161,-14.194424276501913,2.8513807450415762,1.4822553993905663,-16.49301061500563,2.9707566506924348,0.7427470751656874,-14.412835036349755,3.0048584236279554,0.723309652197497,-13.307962066017414,-0.7987685123708008,15.950735137106214,-15.12701695933646,-0.9050523421265855,8.851547124234145,-14.5395988123489,-1.130844659083393,1.4766891925700572,-16.70111979961461,-1.3792237823865512,0.5292720346779969,-14.57243600124704,-1.497200007141199,0.26521267845995855,-13.44440182747997,0.8051226016698301,19.88764444355141,-15.503920762006375,0.7942733326559185,22.01409473424031,-15.224328474106093,0.6652438706639201,24.16745247006354,-14.948047462096635,0.7720773771692067,25.81109233257355,-15.005224788483918,0.8676798522912994,27.48720976344683,-14.966449001798582,0.7219385008035084,29.1224030221644,-14.580029976618214,3.915473189593989,25.270970518452657,-15.328447988592945,4.245065232658875,20.19421826155751,-16.148445072281874,4.855194369813498,16.740694831454157,-14.816615406700679,5.160258938393174,15.013933116400857,-14.150700573915374,5.471427926070305,14.598381582417943,-14.048163803455033,5.681854271499237,14.233226119160255,-13.981853138954614,5.222836095176431,14.429465652714555,-13.978325708312159,-2.4525718110050336,25.026673778670364,-15.511563168573286,-2.369055562357011,19.790595218034046,-16.302448318235662,-2.9490197758240417,16.367093032321776,-14.856175463923279,-3.2390018825596663,14.655341939463181,-14.133039036773758,-3.4358865081780126,14.10602249177906,-13.666167767883566,-3.5263356044908853,13.634846138674423,-13.30171408042767,-3.02120048807083,14.065950719148516,-13.53843866507228
0.754769,17.753,-15.6037,2.267327309121644,15.898064048817504,-14.966891098915477,2.340864086658868,8.905640176464225,-14.200409171637023,2.8530909763462433,1.4897392753286525,-16.503706468116352,2.9722048829563423,0.7501244043017914,-14.423553751056339,3.0062046241061977,0.7314613387798005,-13.318664284871117,-0.7945791120196737,15.947205019403134,-15.128676791055646,-0.9027765652157804,8.848032652668273,-14.541418932449758,-1.130626825003241,1.4732368703201102,-16.702936012833366,-1.3784510634278875,0.5277716006590278,-14.5733199103145,-1.4959853222020525,0.2670961069508935,-13.444452860837712,0.8044634635229209,19.889270447859943,-15.503836676533767,0.7967636915293214,22.01574318100479,-15.224310610548718,0.6683675972193374,24.169384250340936,-14.949949670319837,0.7751490948752418,25.813004115257648,-15.007795100618754,0.86987098755853,27.489161856125143,-14.968602910883366,0.723176009746125,29.124102158224822,-14.581475037997626,3.9188611488050813,25.27165180073687,-15.331715551136147,4.250144412617286,20.19337573478928,-16.141532324944784,4.859994695217053,16.73802243104113,-14.814329219354034,5.16491983651931,15.01034577916543,-14.150727666563983,5.475709885446229,14.594789602034968,-14.047066609649054,5.685822974484492,14.229624884037204,-13.979820182469519,5.226940845436282,14.42619533510887,-13.977081865831147,-2.4492729173038454,25.028970102759853,-15.513878405175241,-2.3669113500890897,19.7934005344856,-16.308246610044034,-2.9481533132036364,16.372238002128128,-14.856959050286095,-3.238774294762948,14.661656735947002,-14.131315270413577,-3.4362359222476133,14.111353477793356,-13.665848383448898,-3.5271115383552814,13.639444864905418,-13.302449747611842,-3.0217710336906536,14.071276484487365,-13.53740466819867
0.753492,17.7548,-15.6039,2.267131793179831,15.901347356975503,-14.965344227533144,2.3403744568764253,8.908704599192406,-14.200833542591882,2.8541466693684234,1.494264307266839,-16.50848478770952,2.9728055515891816,0.7539334192831101,-14.428560786104775,3.0065973476195347,0.7337852001242317,-13.323691025143887,-0.7946870813205704,15.947824271977883,-15.129555838336877,-0.9036064533459371,8.848414914546645,-14.545304077535317,-1.1325663663045469,1.4729710417240023,-16.704491354757113,-1.3797760132170382,0.5293987773381903,-14.573964437361107,-1.4970166336961557,0.2680957698904179,-13.445211937648075,0.8039346465835752,19.890947981004185,-15.501816739199503,0.7970969293492575,22.01726129798648,-15.221058272703603,0.6682821819111829,24.171060061517075,-14.948135233835087,0.7750950573803281,25.814534521882557,-15.009919941953974,0.8698724489267945,27.49075167075972,-14.973500814815278,0.7231139832165487,29.126110640750507,-14.588169541852318,3.9188404829249968,25.273496061840593,-15.328861994403178,4.253920150111134,20.19606889644147,-16.142431049066325,4.861742631109714,16.74129603300905,-14.812788917482157,5.165653871611309,15.013909601291266,-14.147967851695215,5.477124780520587,14.598180731394121,-14.047079868162626,5.687805621592092,14.232916901032167,-13.982189338354974,5.228668837873586,14.428859727703673,-13.977741618720364,-2.4491644808010866,25.02989274256835,-15.514278823901375,-2.366859202819234,19.794216999544922,-16.307952769569496,-2.947648991011625,16.375336514274704,-14.85111704685745,-3.2380438851098057,14.665896271637255,-14.122699185507708,-3.438300399903704,14.11453008172599,-13.659690712551395,-3.531450333175805,13.641653856730494,-13.298130412166504,-3.0243681184609903,14.073135702045587,-13.529954186425277
0.752575,17.7559,-15.6036,2.2603464695406883,15.897255207166227,-14.966253683078246,2.3365151036436558,8.905146250135516,-14.197160395277027,2.8508854246837996,1.490116885329579,-16.502784755369078,2.9716662854632303,0.7481767906109733,-14.423556416296506,3.005977544410753,0.7334934314324568,-13.31861652590759,-0.8013474194083614,15.95375714096904,-15.129650252339623,-0.9063695591864801,8.854016240986235,-14.548723168057856,-1.1327738645912373,1.477555353439775,-16.704703345612145,-1.3806807173683069,0.5343252485998279,-14.574105932898169,-1.4984728796602111,0.26975746863118494,-13.446171658791268,0.8030513095174252,19.891959319023204,-15.499694382876058,0.7944103804024754,22.018164410396302,-15.218167054494783,0.6658659995610797,24.172086474685624,-14.946090923218248,0.7717648729886863,25.815498574596205,-15.01102736037951,0.8660657858404989,27.4917875615736,-14.976740235486814,0.7187712844870446,29.127465181497428,-14.592969142956951,3.9172044239168415,25.273484138011323,-15.323143846347476,4.253628809600962,20.196549709366288,-16.13922904407855,4.858593875267518,16.74187322308316,-14.808034261619747,5.161076408103123,15.014534979940018,-14.142436870395505,5.473836282699348,14.599700240828714,-14.041856526127804,5.6856907731333655,14.235048713428387,-13.977344497237434,5.225859283138472,14.42936555300749,-13.973288616380538,-2.4506346044797596,25.031617348380937,-15.516368483401356,-2.366937234970304,19.795635494658384,-16.30787448762705,-2.948437372337979,16.377182213334805,-14.850319813781354,-3.239187441023831,14.667955572670639,-14.121542476864885,-3.440220923426842,14.1149156215942,-13.660872807155355,-3.534018562972572,13.640671430639582,-13.301277012949626,-3.0263975135748495,14.072596637603635,-13.53108735980266
0.752447,17.7555,-15.6022,2.2572934211094653,15.894907063584391,-14.963625985639027,2.335167487697212,8.902948883445331,-14.193333670935905,2.851534931525447,1.4891674965334412,-16.502522101528847,2.972358284046888,0.7466304771568301,-14.4235093312879,3.0070357700660995,0.725994861888142,-13.318676009810913,-0.8043204820144428,15.956198161065979,-15.126794875338296,-0.9070241010205359,8.85595051335203,-14.551675686161008,-1.1321133741562044,1.478630803195304,-16.70485319260768,-1.3800260262564932,0.5354578381373438,-14.5742311594197,-1.497911686661219,0.2696192751316623,-13.446605485762872,0.8028808895970992,19.891478815636,-15.49663214782601,0.7929824482567429,22.01755872516404,-15.214202276844517,0.6639080608188195,24.171669192556585,-14.943874263375573,0.7692877398885013,25.81510957503944,-15.008939421953075,0.8635600200418211,27.491387199372802,-14.974023804906102,0.7157665381037279,29.126978882315264,-14.590078325317826,3.9155530249425623,25.273127557344488,-15.318095811711949,4.253151671568478,20.19636660373228,-16.13477505332082,4.856883297905073,16.742090921755825,-14.801981168030572,5.158749111075698,15.01495308076602,-14.135584225390591,5.4712809744644115,14.599971118549913,-14.034902494247113,5.682956705508804,14.235221462637483,-13.970358425405843,5.223186148887145,14.429688332871024,-13.966633777092294,-2.4520397482001774,25.030447834511808,-15.518290775204747,-2.36977274508603,19.79481448031916,-16.312248266235663,-2.9503702063542074,16.37542484925965,-14.856531256452627,-3.2406689369902937,14.665730033727547,-14.128672751567425,-3.4398073064951595,14.111216278036562,-13.668952621853245,-3.532028458134894,13.635966570001417,-13.310277756199474,-3.02571233481887,14.069559469424604,-13.53982355398416
0.751597,17.7552,-15.6027,2.2560328431773122,15.894919244581015,-14.962251795408982,2.3338902738136342,8.90292596939207,-14.192276423492189,2.854362761429134,1.4894549536416921,-16.50153970129651,2.9732459510059526,0.7490391918055188,-14.421658720724604,3.0070905523136506,0.7256266631889964,-13.316854927571221,-0.8054391932039847,15.955898002961566,-15.128176291730425,-0.9074739535861214,8.85562578308328,-14.553241438653334,-1.132395072026109,1.477643279971998,-16.704164341799572,-1.3803050977086466,0.5327459707304304,-14.574306161650522,-1.4980691917039606,0.2702262816175546,-13.445890519525005,0.801664804147378,19.891159804489696,-15.496574705793279,0.7919424685457018,22.017262759097434,-15.214312247324136,0.6638376793754059,24.17162641406897,-14.945545167461303,0.76851781161143,25.815184691465685,-15.00873457411088,0.8627685462289942,27.491458693699258,-14.97358766216001,0.7153666312147942,29.12731711213857,-14.590629298650885,3.915763352188338,25.27151013007247,-15.321952525362677,4.255039705380076,20.19377133152188,-16.13182897264272,4.859489131389442,16.739207134844257,-14.800108654096052,5.161713844396451,15.01192503650387,-14.134248494827862,5.473033960077036,14.595611969792408,-14.035323161156823,5.683618020480054,14.22997398964105,-13.97225110396021,5.224474786782843,14.425890362584855,-13.967348416858712,-2.4520086480929217,25.03121401868457,-15.519301777065145,-2.367902743066597,19.796853268533624,-16.321415678527377,-2.9475658729734056,16.37756347623197,-14.865091935093808,-3.237397437928801,14.667918580078805,-14.136930063383309,-3.4352230868769893,14.114241460422905,-13.675637474117261,-3.5263680490297533,13.639721654534297,-13.315723269420351,-3.0208991796893976,14.07339188045367,-13.546984669584036
0.752211,17.755,-15.6043,2.2567809428205,15.894330150257854,-14.965298751640987,2.3351530000642775,8.902376395083987,-14.195016777747952,2.854383198295237,1.4879445834223004,-16.5014733477738,2.9723701210533333,0.7493940550866436,-14.420878286346095,3.005788043741102,0.727506476355195,-13.316030241934326,-0.8047100092245838,15.955309285245946,-15.13087372752803,-0.9070696874901025,8.855423101685236,-14.551248460020226,-1.1323493896509,1.4780487677646272,-16.704218885738918,-1.3794727489559822,0.5332950773688485,-14.574205579873663,-1.4967678246068576,0.27243957492342313,-13.445355234401775,0.8024330290876991,19.89092605957855,-15.497570129364693,0.7924907903975622,22.017120177110304,-15.21600287394327,0.6636140217608113,24.17163582908435,-14.948827983668627,0.7670851359744906,25.815340699238238,-15.010168596256987,0.8618122925426941,27.49155804298221,-14.973627943550825,0.7152508134473912,29.12740037858369,-14.590278515731384,3.9154259439480286,25.272197964417433,-15.324233735228152,4.25442064265783,20.19368866221755,-16.129383082688545,4.858179362406467,16.73804224077344,-14.800159579026348,5.160058722283177,15.01021903004977,-14.13554782720053,5.472371353105791,14.594529110057094,-14.03713178872539,5.68384897599868,14.229320410449672,-13.97456435174233,5.224192698058274,14.424032477020736,-13.969706429624647,-2.4521671556131057,25.029912847097727,-15.524895730156151,-2.3657081853709356,19.795931071905056,-16.32922936759503,-2.9453559115105317,16.37478745527541,-14.877259759932587,-3.2351797745823685,14.664215646958198,-14.151274956107809,-3.435617355961739,14.112619651493324,-13.68861868317735,-3.528956954216714,13.639492062458755,-13.327436334576346,-3.021608953952205,14.070626792900711,-13.559321548340858
0.752072,17.7543,-15.6052,2.259388633751888,15.895816474074609,-14.966309440153074,2.334077550393456,8.903798812409054,-14.19624165233245,2.8527788510736634,1.4884365488612925,-16.499824179392345,2.9730808194842284,0.7499783518277282,-14.419328917654257,3.0068917630649126,0.7376996271337839,-13.314344267121013,-0.8021618916363916,15.952113178080568,-15.132440227819362,-0.9063571293415145,8.85259359391142,-14.548666469910811,-1.1310395627962426,1.476718270875283,-16.706829041205886,-1.380413313894467,0.5336893007277381,-14.576313782607778,-1.4985210539873233,0.28199182880772067,-13.445470833848212,0.8026792744364192,19.890308866253122,-15.500325424718616,0.7931205430571433,22.016472117518013,-15.218511918144717,0.6625120582392225,24.17041988123893,-14.947624869831403,0.7676702722177821,25.814115749158987,-15.006278822914869,0.8629224636497579,27.49029735297789,-14.969464586452814,0.7156560189707336,29.126254295827074,-14.586875154652406,3.9138534951885413,25.273926786574435,-15.318432959771474,4.252218542352138,20.19556704367217,-16.124789597077594,4.854467015464526,16.739982124755755,-14.794721347253086,5.155591252023194,15.012189665295885,-14.129687222346272,5.468225516701681,14.597056126576035,-14.029952739027431,5.680058773048608,14.232220698910716,-13.966418137039843,5.2200983547238184,14.426246581543095,-13.963131684299217,-2.4534025157095902,25.027530456540696,-15.524706894356523,-2.3676868242098363,19.792330756947536,-16.321155199339607,-2.9469990457284703,16.36886558918237,-14.874533455863528,-3.2366551564898702,14.657133005297354,-14.151222584132082,-3.4394676739603613,14.106863767997993,-13.688021718024018,-3.534797314843142,13.634570913642825,-13.326267099058054,-3.0257684216483214,14.06374102926576,-13.558110615021679
