x,y,z,w,o,a,b,c
1.0688971733382575,0.5180331284760537,0.951148878816295,0.951148878816295,0.0028340719314002985,0.22050541376631674,0.24364767209874366,0.20885159615655646
0.9166363249649039,0.5477702487205229,1.2073341813792315,1.2073341813792315,0.014027431607368468,0.3440603342185635,-0.1320023944380846,0.14105907262078093
0.9802867838301785,0.5161010671486346,1.0531196506655465,1.0531196506655465,0.0349470976829939,0.34804348478118363,0.07824339902011729,0.38741934567491887
0.8695910356274189,0.6049847462147484,1.033904579317209,1.033904579317209,0.010114514059128455,0.23833764756603204,-0.0030681184186786403,0.4243794217727058
0.6999908119276863,0.6324579715407292,0.9956138135755052,0.9956138135755052,0.11527590406369498,0.13296711045850282,0.09400866793509383,0.27448250652576156
1.0153322567228964,0.5839875240267172,0.708001458544816,0.708001458544816,0.35633577311766296,0.29658416514298847,0.03765685960792271,0.6378499147346011
1.025654293010753,0.7120127179787482,1.0245015681266958,1.0245015681266958,0.5661354951628482,0.25197213137386537,0.08378738939579225,0.5833692856520656
0.8490058188784184,0.6817736153525764,1.2725691925698575,1.2725691925698575,0.2817343609723871,0.19437869218841952,0.23149810441140967,0.6409739439049762
1.1292335799391764,0.5710811280856299,0.7749782416083706,0.7749782416083706,0.45609682922921857,-0.007661319166480454,0.18142079280726298,0.6004449441101721
0.7311726104725664,0.7309142150885637,1.4758984886075401,1.4758984886075401,0.34358090570853883,0.12259284436489323,0.0495914081106745,0.6081582679982646
0.8511777268921282,0.6790427532295784,0.9724255279009903,0.9724255279009903,0.5523898862615703,0.03226590694991924,0.1492675090865484,0.6449388777277646
0.7938760679055983,0.6723629159580157,0.7109990693376935,0.7109990693376935,0.37985092163272566,0.09267525882770697,0.2132982516142723,0.7222448538546844
0.9282512873709843,0.7222256799094404,1.0353067053132183,1.0353067053132183,0.3782132332520665,0.1385621347864714,0.07996182380057765,0.6537266016171055
0.8810852637311793,0.7113466668830032,0.7677356358423021,0.7677356358423021,0.4845401878455958,0.1346770340301201,0.21323024677332106,0.6250014888526912
0.7060482612771876,0.6761467624766964,0.7897833940717289,0.7897833940717289,0.2745634016185229,0.09134594057535848,0.2557913602130137,0.6757666096108831
0.682449009729089,0.626379400972947,0.5928679115582767,0.5928679115582767,0.4792390981882373,0.28431754282966654,0.016482977407882463,0.6748003625360757
0.5080671711167498,0.6850076156727753,0.7533050320185353,0.7533050320185353,0.5138862951515764,0.009272299059698508,0.18813468239696066,0.679179726984594
0.34957871352257125,0.6676384427734678,0.3440061860698961,0.3440061860698961,0.24532537846015426,0.27711624213293734,0.10603761989248395,0.6971124964715887
0.46274806847934397,0.5768481360365378,0.17881423610492042,0.17881423610492042,0.7863928132710827,0.04646219861609441,0.33958225483181376,0.698988509511093
0.4625904932968284,0.6210323419114956,0.2746541357209387,0.2746541357209387,0.20040701091729682,0.3009528393166371,0.1091312427409117,0.6172976261073185
0.5193975100066924,0.582249578576937,0.10384803186894845,0.10384803186894845,0.5614745814249358,0.20625803795338987,0.17158572962768218,0.5572262799322459
0.4664667820573799,0.5070677794539566,0.20974475696104342,0.20974475696104342,0.6141137209232991,0.41616022738156144,0.17162693553356653,0.5903024485383132
0.25824071698070517,0.4791094390420454,0.19729562622874727,0.19729562622874727,0.3078065536694325,0.3708032262706303,0.24581026251037152,0.5112555538476501
0.21879058372077814,0.44323278997424187,0.07206842312808172,0.07206842312808172,0.7243624976072189,0.42051089165352745,0.07821538406718248,0.41649763892536423
0.09791271283771431,0.45075884665928745,0.054668505188163144,0.054668505188163144,0.5104629895039063,0.3265619549409454,0.19162200825975745,0.20892219724121602
0.016584714870177986,0.41705242796676095,0.09751167043541889,0.09751167043541889,0.6746346169566234,0.39398784545802973,0.10807859965620742,0.3688878426120912
-0.05380727839490926,0.3299710684544274,-0.03975520252612454,-0.03975520252612454,0.6104636608843086,0.5090080009517588,0.08221143356294267,0.29981322644933234
0.27285757635215785,0.3194492568433004,0.04950375423742465,0.04950375423742465,0.6362454928194563,0.5727124178708256,0.2297390586054367,0.38477415817453553
-0.009218976131282072,0.3585022273047333,0.09759121443726394,0.09759121443726394,0.6146313660279069,0.8300789975365588,0.17692329438506071,0.4695266379858809
-0.034845782540892614,0.18183102195257228,0.07779706525788918,0.07779706525788918,0.5823156496024718,0.578620016192975,-0.056319313554442724,0.42919860595105147
-0.14564722980034453,0.1403126211823941,0.06047105059483765,0.06047105059483765,0.43126879730262857,0.6691596332601729,0.39931830039366606,0.4597599253914753
0.03167477702463099,0.21272879442258508,-0.05307534693784018,-0.05307534693784018,0.7844840489374476,0.42695516334509137,0.028672705159509954,0.5660310153149615
-0.22941972445324416,0.21700177194025985,0.04010343543830807,0.04010343543830807,0.4880126900437136,0.4565503144966955,0.33129062406324955,0.3724708932373953
-0.1074205562172041,0.0378115664360364,-0.012076452680198494,-0.012076452680198494,0.6325003761073853,0.5567217116683622,0.024277775459545844,0.6108907223221189
-0.18992244459505989,0.05059595829665765,-0.06772116341466726,-0.06772116341466726,0.592940540974086,0.4712573146801321,0.326182883867203,0.5043786878313116
-0.0720188831356881,0.08713651660715371,-0.013362327626031827,-0.013362327626031827,0.3497228765061692,0.7346321992008509,0.21033595476260702,0.7425608359465219
-0.16825741821220647,0.046623858866041375,-0.09212501196593798,-0.09212501196593798,0.6785566317516614,0.5365942042196651,0.22688342252200458,0.7373426457472293
-0.23791049861380065,-0.023966563721318643,-0.014532559818664893,-0.014532559818664893,0.2777979233548121,0.7045499842150418,0.24509331816807658,0.8479846199964278
-0.12164303597263501,-0.04575705002925443,-0.01960109675186579,-0.01960109675186579,0.5412115622545604,0.7013572153834532,0.39057120554367064,0.8211616860428712
-0.07141544521042872,0.032189029138941894,0.028285465251351935,0.028285465251351935,0.5126458221347736,0.5415393324860783,0.2811342646824556,0.8605325242105165
-0.0996386029371269,-0.0044920130822730196,0.06123758898590043,0.06123758898590043,0.4597051876128356,0.5709102025117908,0.3126944347451809,0.8854090848019767
-0.06490434030321618,-0.10687069397595828,-0.08988311681364762,-0.08988311681364762,0.2787401233117451,0.498156288181206,0.49377838233771915,1.0168230171575872
-0.1444934763124936,-0.055003153757098494,-0.08070704698189717,-0.08070704698189717,0.5025916632478157,0.5409042802795292,0.11286826727083452,1.1018895297900098
-0.10054715663473665,-0.04466235363910399,-0.12494665432548073,-0.12494665432548073,0.38846206992895205,0.5196299899858703,0.5248890736570976,1.1319389999384777
-0.11230779072748857,-0.045674163831763856,0.0486965876719918,0.0486965876719918,0.44803228867452916,0.44476190088752227,0.543045505451047,1.173857843587938
-0.05967573922610821,-0.06464670636980341,-0.042503884991883796,-0.042503884991883796,0.11078381243541244,0.49565994611390235,0.3079501134472899,1.0273789985415345
-0.08187150770598872,-0.05384953388807419,-0.03528617028065252,-0.03528617028065252,0.4663805125563321,0.6083202101114616,0.5615866451995875,1.0169968497005626
-0.14851849757875585,-0.04594645190673956,-0.0034688976608732557,-0.0034688976608732557,0.2326489263613928,0.5012600790229514,0.18856612020124233,0.9453840766093935
0.06769518255706389,-0.0748659466135892,-0.0030487124277732325,-0.0030487124277732325,0.26049216677943554,0.46014437260042085,0.6366304105418731,1.0177576588424155
0.03646220404126963,-0.01597283772880646,0.040530326133899036,0.040530326133899036,0.17646762188102422,0.4415219040440184,0.1879349034811035,1.0974850913413134
-0.059178951253410966,-0.05354135210418239,-0.1298096935732501,-0.1298096935732501,0.2950391629553071,0.3333002465729606,0.5293186133071046,1.0652023368715064
0.17750306656717602,-0.12345209984869845,-0.013187599976904787,-0.013187599976904787,0.2546453563308919,0.34145633976540535,0.5246032553408444,1.2197443709023603
0.06773873846640986,0.006698049345576799,-0.0702502190843841,-0.0702502190843841,0.19609312967386544,0.49017460859050765,0.4069514059358721,1.1205872062357836
0.19045208784884235,-0.009806652617167354,0.10279878385604271,0.10279878385604271,0.2648178432597863,0.33841231215705,0.4964859002957156,1.1381886468339109
0.28419833937817357,-0.04205436314017207,0.036469882879946784,0.036469882879946784,0.11714014466671742,0.41980706759933695,0.5811977358055052,1.1064674148284155
0.24917445309663505,0.04477522644170349,0.03942358986127151,0.03942358986127151,0.25419568467699094,0.6488708414713611,0.44539506455312294,1.0135262044946707
0.373888071907692,0.030337774134091056,0.14504013623336087,0.14504013623336087,0.41032270299455587,0.7391393624795717,0.38153754719928934,1.031785105048018
0.15857180621645955,0.06892644549237587,0.031208198790478543,0.031208198790478543,0.1621323157806844,0.41028252449604796,0.6629747542422686,0.9686816046067936
0.3426008789671212,0.03625732420548008,0.07536983589211324,0.07536983589211324,0.06500718929126453,0.7702563222514706,0.4280232493066859,1.0099787935921503
0.2521989576140762,0.15535950592465966,-0.05379263394439941,-0.05379263394439941,0.5770398747979282,0.6180538819107796,0.5507391374519242,0.9778607845011235
0.24973446278864586,0.14587215719584617,0.049895822907006865,0.049895822907006865,0.22804289145400364,0.6695116784301556,0.4035435607166152,0.9867625242253333
0.2927306187535476,0.09795133633041969,0.15211233644249655,0.15211233644249655,0.421125523178318,0.6910010191155597,0.42551271647278627,1.0052024284519492
0.3308022111727761,0.16036908841389869,0.06459064077485327,0.06459064077485327,0.3906440622684429,0.8405610403999635,0.6301548369770513,0.9864617394901773
0.37635717475807234,0.19669039513545655,-0.010448508950054052,-0.010448508950054052,0.49812721484682276,0.6000871975841034,0.26903267280756626,0.9246870579443669
0.26037869698718813,0.16438116635049918,-0.010598428215546657,-0.010598428215546657,0.4043611899476594,0.8324009728903903,0.6914062866570565,0.8463756644813185
0.47045541971631527,0.16147119521010997,-0.06248210584578481,-0.06248210584578481,0.5163754686208751,0.7152717100230195,0.44443641292127406,0.8506708312146262
0.42772752478374554,0.2399412125106536,0.11233498331754083,0.11233498331754083,0.5097825524406436,0.8863988518861365,0.2767259520173088,0.817317949356939
0.2256446690392931,0.23317578462527433,0.14277768052868375,0.14277768052868375,0.574378130859291,0.9993834522394832,0.586605232069981,0.8317542957261366
0.5235565351866128,0.12940565317929936,0.039214563368181854,0.039214563368181854,0.5669796616795433,0.8568065514494573,0.5966731018605134,0.9618996516809554
0.5571964809307635,0.2853014804973436,0.08744635946193945,0.08744635946193945,0.5483987068349533,0.9018169387151914,0.3594785127345936,0.9915011233042667
0.47585784379923457,0.3274890427080322,0.1837829214356962,0.1837829214356962,0.6561015478648214,0.9086806014437205,0.3409819514569716,1.0381599388628808
0.327958832563524,0.19441416837717126,0.069586756429983,0.069586756429983,0.9018218276547961,0.7869382467897654,0.9236828841260145,1.11938278402766
0.22456861573086026,0.21843253793889578,0.17475960766428147,0.17475960766428147,0.5158590704676415,1.0132722223661674,0.42876266811558883,1.1897926310849
0.4206416729163759,0.3148085396411348,0.05691721664348254,0.05691721664348254,0.8884591282022593,1.0243023728683405,0.5904881839596332,1.071629197107619
0.2564450885181328,0.3723538548669373,0.03869188017840072,0.03869188017840072,0.6558980519513102,0.9121152079514112,0.5812101645956523,1.2532492621869888
0.3987531688431521,0.22162935025761843,0.005980579803462664,0.005980579803462664,0.576318790627997,0.8347666977597583,0.7140928818417667,1.2101632970957628
0.2754374915989385,0.2707761874465405,0.07356469494956505,0.07356469494956505,0.7609208902212633,0.76453084399187,0.4276847238877558,1.193944196149025
0.328914007794165,0.305072554311513,-0.019799939756896076,-0.019799939756896076,0.7224475419390464,0.7297542564157318,0.7251571790087192,1.221883389820391
0.24225395706506495,0.28211891111271403,0.07493788141492916,0.07493788141492916,0.8535969826779953,0.9442333342223073,0.7706961242987522,1.3006009736262476
0.2515598258852091,0.24543431705331376,0.02404683509459523,0.02404683509459523,0.7061156364452433,0.895087079251824,0.47920983688678337,1.2381542592530779
0.15534670989002358,0.25322010264844597,0.02664471672065382,0.02664471672065382,0.5451286793639865,0.7282157505937827,0.7304544070067926,1.4290998415962521
0.3055758255548914,0.2511280604484969,0.01137283006885174,0.01137283006885174,0.767870994742424,0.5586421243692449,0.7127803734979637,1.3689635868018821
0.11185440886334377,0.27213890750330616,0.16076660880833826,0.16076660880833826,0.604248734346161,0.41724759108474363,0.6473920657405149,1.4199285466574878
0.11119694583496487,0.1995151689799255,0.0022746920596487755,0.0022746920596487755,0.6686940076871327,0.5782724034348335,0.6490282465668104,1.4626671783221472
0.2309779342556521,0.19009995241646213,0.05396382370913699,0.05396382370913699,0.704219508188374,0.6625969482859414,0.8486954505275174,1.3909030727944087
-0.12045859348644924,0.2728959525367217,0.16617663471432964,0.16617663471432964,0.5360180386682769,0.8080923811985876,0.9963492232671799,1.403312623392969
-0.14093924737563837,0.12516806903009964,0.02733629026854798,0.02733629026854798,0.6185343623093472,0.5988915825369859,0.552378114826685,1.5026262839533124
0.05511328276584562,0.11692038787866918,0.10951736193562997,0.10951736193562997,0.28388547013154436,0.7144864199933476,0.7820920573056961,1.4443822295931619
-0.1866810841275397,0.22680530356465348,0.009997363623560754,0.009997363623560754,0.7806385563725813,0.7983185474124199,0.7929620651523113,1.4871854060263603
