x,y,z,w,o,a,b,c
0.848953388645348,0.5269020646132968,1.1340554722502088,1.1340554722502088,0.01768675447560655,0.2934762977611738,-0.03316664746745525,0.3017865359325849
0.9707096916454236,0.46779651692477675,1.0426284658278975,1.0426284658278975,-0.013783203048690622,0.14428129184328375,0.10180965714556865,0.3065527676152707
1.005855262226345,0.5644110072329664,0.8590960962722576,0.8590960962722576,-0.011343899761804603,0.09297170760962149,-0.027461103165977205,0.3481817368994878
0.8633272010576499,0.6615642806141429,1.3534094839441109,1.3534094839441109,-0.02164193489029946,0.2758992600176806,0.14400621118768742,0.40916790518168633
0.8493137437057148,0.5662664416258021,0.9217528676788789,0.9217528676788789,0.47223419714433323,0.07149595218201013,-0.024788615274578922,0.5050751011341383
0.7580731958603085,0.5927955795356541,0.8300616751965266,0.8300616751965266,0.0325848329197849,0.33931064857220816,0.21833459304734032,0.5066842410329914
1.1071843129195387,0.6516937702416896,0.7604940928143676,0.7604940928143676,0.43443305665954174,0.23573663412778612,0.022886870121915794,0.6463801848549519
0.8100643339985057,0.7429409804960254,1.2052850185844122,1.2052850185844122,0.4385126647043567,0.09570571400452393,0.04622811182612906,0.5690452569844086
0.7853771636975142,0.5803217071960246,0.8764615749413145,0.8764615749413145,0.16390765726149553,0.02566131428117792,0.17839970760016663,0.6619884532473216
0.846502314168919,0.5952207149574601,0.6128417337200504,0.6128417337200504,0.44199440651023825,0.11282269311360046,0.1866281199159747,0.6041716403565183
1.1710329778158948,0.7492574827087713,0.9426156618511181,0.9426156618511181,0.5633717707186576,0.15205594477617812,0.04703356183854592,0.5344653014457137
0.9735409528313952,0.7715831301033063,1.3341440864644893,1.3341440864644893,0.2970602102151678,0.10701894477691268,0.025393810283132746,0.478092736163209
0.6426195067949398,0.596037537522845,1.2124356092563882,1.2124356092563882,0.43340958063505636,0.22067182731691792,0.22153746470268484,0.6184656346103664
0.6325520177398806,0.5619728519584899,0.6818530873161697,0.6818530873161697,0.31581662948134775,0.02208103904239181,0.08955708227773261,0.6168123473621289
0.604612355337541,0.7865326759551703,0.9210829825048295,0.9210829825048295,0.4669894866457033,0.3607255291463384,0.04488197231635122,0.5341756847287175
0.7537682277418846,0.7520451361667488,0.6178500940198569,0.6178500940198569,0.6152728852013356,0.20273822681124037,0.18278162794185068,0.619810973902056
0.5920607959415025,0.6245067230779888,0.40090639721562227,0.40090639721562227,0.32601227700281865,0.2063285364798406,0.24512839578098308,0.5875122855765906
0.5644302555611456,0.5633179165018871,0.23351440542525023,0.23351440542525023,0.4735567455862601,0.1864693851024307,0.003024922873244528,0.469065655654203
0.663371937435703,0.6086508691150634,0.17464107374046517,0.17464107374046517,0.5104391671044048,0.22126070967232633,0.2584061331038612,0.48777641838930746
0.4417736032979795,0.6522857320100157,0.3640143604213419,0.3640143604213419,0.6557057207194193,0.14137604334992213,0.17818488838469504,0.6536170754993983
0.28936394581557123,0.510452020959193,0.13019388338908341,0.13019388338908341,0.16127284067735506,0.31274134693574995,-0.07210747044807475,0.4739182609791057
0.34748357417094083,0.4666991316758975,0.07900396392790905,0.07900396392790905,0.7107786197983754,0.2545774051133993,0.271290313718975,0.5824399194300474
0.25030964931858785,0.5688964444401123,0.28380107589405085,0.28380107589405085,0.4518181896923317,0.45038130272347976,0.3398938508517707,0.48827649399909884
0.3627576928315911,0.5017023014087598,0.08375743908945954,0.08375743908945954,0.6259286411735895,0.2702767935044894,0.09894287476133437,0.34530333014880926
0.2746423282623126,0.4263580300595307,0.04063624323206048,0.04063624323206048,0.2509796861209324,0.4501277210677859,-0.025501989853908332,0.28738917759325777
0.09887271915618277,0.39114037324599477,-0.04937865910760601,-0.04937865910760601,0.6273872527505936,0.44608768261566223,0.271843950898481,0.44982360934366705
0.04032352100976655,0.35496932310613544,0.031153798524714213,0.031153798524714213,0.7525996115502784,0.3934470653585513,0.08262518574442304,0.4558053676118467
-0.005748758646959895,0.3482369028796677,0.03486646866786638,0.03486646866786638,0.4009063333602262,0.36748108671226953,0.23630964123740922,0.4551456223562779
0.16470884672727934,0.33642438402288083,0.02982628232376648,0.02982628232376648,0.6831326417273624,0.46298992075065626,0.0910736297263719,0.5511386847292301
-0.014651574741751668,0.2860231388593168,0.0597914763036113,0.0597914763036113,0.4787677477077329,0.5542129446245891,0.23692098628432826,0.4528497477427318
0.1150312420251525,0.18446937584051273,-0.03647403599455583,-0.03647403599455583,0.5798654759474541,0.5587968452230032,0.190727287645119,0.6378214234438099
0.0429213847992059,0.20439966625757605,-0.014179849285662762,-0.014179849285662762,0.5679078988745019,0.7631609624456646,0.17460869996979916,0.5611707527819128
0.029598434637977025,0.20801091531512217,0.02953564250431137,0.02953564250431137,0.49889814998039517,0.5987176750213525,0.2171816116536618,0.5576635612014171
-0.012379186326631597,0.14065893728746884,0.03738347916070094,0.03738347916070094,0.5107293425496989,0.5376599795742469,0.14970944371656345,0.5606579501970107
0.03164431267764822,0.11429852247764342,-0.028117129888608015,-0.028117129888608015,0.6422216251787469,0.6141020541956305,0.13942837072144798,0.6029266218294166
-0.22846432742706552,0.1403780100086093,0.0678377754305808,0.0678377754305808,0.6051216678635529,0.5578787923331284,0.46119340292881134,0.6113587721974604
0.04093778722523064,0.049675462244170084,-0.05206241185989692,-0.05206241185989692,0.5622601020370178,0.5253964007890652,0.065005856425608,0.7653527030678567
-0.03812175751071452,0.11090504483381036,0.06709471762822726,0.06709471762822726,0.40140965870649725,0.4708328289762569,0.21074671652886054,0.7580360304538074
0.11633297555691369,0.09057658764285055,-0.0771291265605561,-0.0771291265605561,0.47387679177106923,0.6749881220805595,0.29927086851101625,0.89238740862348
-0.12569287578242302,0.03171623058479151,-0.043620301691833945,-0.043620301691833945,0.6090621113404365,0.5469107518900601,0.25447128504820654,0.8174589466568846
-0.08571232073057777,0.0015613302361419893,0.03967196491825678,0.03967196491825678,0.2686878856776798,0.6223170832566232,0.2068784596887426,0.8786806773506106
-0.33660516236678284,0.05554936580969812,-0.08743920737339891,-0.08743920737339891,0.45358838002158447,0.48375629761988137,0.4164139770231622,0.8891252077653065
-0.12480900986205191,0.008539512458958114,-0.01750756672214916,-0.01750756672214916,0.25052006670101334,0.4805563897186535,0.2448900059732092,0.896777530015299
-0.003701261987281726,0.02135424551870337,-0.08028194160978094,-0.08028194160978094,0.5348345089221352,0.46681676362861596,0.36591235723320265,0.9318443946602257
-0.03783338012176935,0.02883579081847787,0.08000446549315096,0.08000446549315096,0.3378201091834826,0.29419144913011747,0.40965823832041653,1.0658783187029788
-0.13374433737748373,-0.06728437591032899,-0.08898290860534197,-0.08898290860534197,0.23352325948999117,0.5294723693240951,0.2778239559339462,1.13440202392076
-0.0917000209268024,-0.0739458871814625,0.09806464172785766,0.09806464172785766,0.45503916074408035,0.335909654764049,0.40972693990662207,1.0799032451246235
0.14047733830048914,0.014649899055016869,0.0030514900051678224,0.0030514900051678224,0.21458707098457025,0.24778772190255718,0.4841341641928096,1.1595557626760216
0.024064201694575266,0.038284936449172406,-0.06420617176409314,-0.06420617176409314,0.04661428563743666,0.4494256450287963,0.49977840891386754,1.061088204025486
0.38357770517177725,-0.09344538499196896,0.008064465497842056,0.008064465497842056,0.6329375538753321,0.26552880821899505,0.4270277766211996,1.0380339667696512
0.05679768300417808,0.007029097524951577,0.02435860448683354,0.02435860448683354,-0.07742264154031613,0.5619795070682431,0.21956560353118482,1.0292455235735105
0.2922427767487028,-0.006846058479752738,-0.08517424156193397,-0.08517424156193397,0.4053149098402835,0.3810758455438206,0.6665054798032914,1.0471276192111032
0.2056106787002421,0.05329084325665684,0.14485564772181633,0.14485564772181633,0.015420133000801218,0.46337253135359185,0.3291011454739504,1.0704967720181662
0.24586129866279563,0.06903884618543811,-0.049567005069432346,-0.049567005069432346,0.3656234430120627,0.4463250511407187,0.4073022974819552,1.0417519428400468
0.17156830597142575,0.060290508941392526,-0.07186282738528385,-0.07186282738528385,0.27345940528662294,0.3577875392796999,0.48386486389518285,1.0959011049560694
0.21509884116676034,0.06612662926837272,0.01619286837412514,0.01619286837412514,0.32488768583529903,0.55370982944234,0.5089190479463618,1.0041309401572691
0.1474655505501376,0.11975802534743839,-0.09053701573753004,-0.09053701573753004,0.27565148638500364,0.4808609231480614,0.4268199895653725,1.0199996522035868
0.33673058271688416,0.10757852680143656,-0.03594747857619553,-0.03594747857619553,0.11027841012369416,0.5371065069182301,0.42186053609543755,0.8811790794247049
0.42978159263976734,0.14072066088157217,0.0539247052498127,0.0539247052498127,0.2597623254451362,0.7273112221057192,0.5618760297020522,0.9102104374041164
0.36782232743662924,0.15688097932331171,0.06355587279565805,0.06355587279565805,0.4647332152311182,0.734959732321557,0.27919028642518484,0.8639818722933909
0.3080913121857528,0.11083331424987115,-0.07185393716914076,-0.07185393716914076,0.32523186650944585,0.6742820442931337,0.4126894321848821,0.7507699480072483
0.3185808501326357,0.1408320401181384,0.08231880710728313,0.08231880710728313,0.171769976639018,0.6921730796078397,0.6333021099773878,0.8816079912203744
0.37337308653079354,0.22865683818744498,0.04214198890757602,0.04214198890757602,0.7442027335562901,0.6607442509657281,0.28344393123418793,0.763468985355131
0.4836206143436651,0.20993617819110968,0.12595803656104126,0.12595803656104126,0.2803901422243799,0.635707510230443,0.4788088082142846,0.777262139416253
0.3479496720492785,0.2154767767575537,0.098995063410385,0.098995063410385,0.7284798086243205,0.8552712687099828,0.3881530716180278,0.8858528842213909
0.6161661181533369,0.18980538472558833,0.03807993818819463,0.03807993818819463,0.5192674248456631,0.941715616977402,0.5360187102266878,0.7990662700790525
0.5695407435413501,0.2959017948272891,0.2286235318307644,0.2286235318307644,0.6226823211649447,0.8280808873844617,0.32129883747711874,0.945850484856881
0.2234058126508035,0.3051809646802062,0.19014245285548984,0.19014245285548984,0.4492151774844472,0.9389507147123217,0.4708372541763537,0.8589628797008493
0.47084939528942893,0.16836644127175485,0.03878281464875491,0.03878281464875491,0.786880343990629,0.8196515690062305,0.6319582192606947,0.9365113516522164
