X,Y
0.0,0.0
0.19109531339308372,-0.10050595750001318
-0.00921685064430633,-0.05898338321476139
-0.07196053525115825,-0.08872351608935575
-0.034832189398528744,-0.12348909560821235
-0.10208624360021913,-0.003941882514024514
-0.025288177773953504,-0.0888314982432752
-0.023339520935718193,-0.06706299934001006
-0.12284433688479943,0.03087050722663535
0.10389699883127956,0.08689448118670928
0.0768404983337246,0.04678656606974162
0.167757856201535,0.018653499076749736
0.03627094828979034,-0.025098928743073526
0.08165575226833297,0.1848206701902074
0.3390277142543294,-0.06425923210674621
-0.10437454882799897,0.1574454362727232
0.31016986483204423,-0.09714402549373491
-0.18343872856585786,0.10066712831873856
-0.005757925977959641,0.04082403690897934
0.05642237926813172,-0.04594355776524966
-0.1521730232727199,-0.04058976575872782
0.0890265914141542,-0.04065794589846582
-0.16190226504373664,-0.3252049920314568
-0.17789171280121432,0.005481145290504825
-0.02883019641291958,0.03762645252883776
-0.09804173891509667,0.16237911178160463
0.15175707084995244,-0.0092992233770859
0.20090804378338678,0.055160378158109355
0.019306496243968633,0.0029801416424296533
0.029130153102647646,-0.20829759502040252
-0.09538672587323795,-6.45631624758827e-05
-0.06541241892102134,-0.0821973408201618
-0.04952990893758795,0.1281770422518752
0.32387968346115037,0.024003140463777828
-0.04735091100212166,-0.025051497489872537
-0.12094151964522858,-0.10604792605934668
0.14996678109000772,0.07344472653297324
0.11919336704745631,-0.036056953940220036
0.0355373473235575,-0.08705784284185192
-0.10282150055584013,-0.0726566108864065
-0.051138891343324624,0.05659054890926134
0.04380133649049459,-0.057896169998723074
0.12478993857598109,-0.07240566277090063
-0.09356903698582603,-0.035694089560046535
0.03575633394394,0.01519937314839819
-0.011928779620761734,-0.08139716307927729
-0.3209158264941396,-0.2661577990637267
-0.40849253451267875,0.07157240334992823
0.059828496551717195,-0.11909575727501867
-0.017948189109745022,0.07342138953123634
0.2773466062847558,-0.07291494315182756
0.11952529454039679,-0.02478340661188074
0.014190684384885698,0.15534187451724285
0.10292164102748805,-0.052482569648116296
0.06978753487986962,-0.004758665223080823
0.0908960124563016,0.10096516363432281
0.1070724909321448,0.09785783399788622
-0.10850726035772194,0.08872428184026797
0.03181930521382975,-0.0604249774706512
-0.16348174505361246,-0.13806464218613881
-0.10070791606854543,-0.062035440902644616
0.1085748437412851,0.08021180638089907
