X,Y
0.0,0.0
0.034268040332750216,-0.052451706111482956
0.07334221536717804,0.04240295670996773
0.008678761715835197,-0.1818180955927702
-0.047322397779093,-0.1413974543721328
-0.06169607935826804,-0.12681824160588898
-0.07933662636257113,0.09916505681889853
-0.02767228760171049,0.0349063975942724
0.008975534993100387,-0.052062800446752905
-0.01615009593006416,-0.08716553738540739
-0.11553512845858835,0.05760587926347092
0.08960105222306596,0.01812940628776424
-0.04385598000205509,-0.007507875059437667
0.07567840712102776,0.023708108474810332
0.08623856735081437,0.1631567206904972
0.12008426221333499,0.08321071523270052
0.013440534500969437,-0.001385239582876327
0.10186507684703355,-0.020870217381280566
-0.06050973617546619,0.05323868843684875
-0.06924087387606462,0.034973778640654506
0.18987718898004957,0.13886506709306062
0.2652525711257892,-0.10624712177171672
-0.11018561133869469,0.15730656528404505
0.041601678402106296,0.048549844099735895
0.057291744336183004,-0.1805705887587125
-0.05074825089607478,0.011474574868742524
0.0822796942784749,-0.04694734348124097
0.09859773772954031,-0.06678526737386807
-0.08605201981932471,-0.025479972572426318
-0.014816376572463364,-0.06308211334877148
-0.028225729823486697,-0.07056921216433971
-0.20077706925400546,0.3667074048526646
0.21773069332268818,0.005329126902116663
0.08590870262362191,-0.04319817636015527
0.04048593506529364,0.067148230973289
0.008123892031830976,-0.02254855913795602
0.10092337949254775,-0.0070705305900545835
-0.1747181071104041,0.08288624153681229
-0.06933091165668145,0.1192231635845487
-0.027864920523853656,-0.17362114139166682
-0.19334082928057988,0.030993627317228576
-0.04202227182755991,0.0014574505368158026
0.0018974167523429471,-0.15408773259300515
-0.1845640596222204,0.09259899827623826
0.2040540060965215,0.09246357075879896
-0.09933870575828896,-0.06233185866562482
-0.14819649684546288,-0.09317008344621444
-0.038785291440235015,0.053719226241982845
-0.11838246928863133,0.20157473938410056
0.3083311781684933,0.12727040145662655
-0.016985438566470695,0.00274079720483289
-0.052781981589682656,-0.04975614010980461
-0.1338095282423205,-0.029672226457335173
-0.10653101760245523,0.002002158060240053
0.012488073231559994,0.18144081564261233
0.19593361156332187,-0.24588974690510942
-0.28293453217513553,0.03758067487178544
0.15501151417012626,-0.08624418328480549
-0.07695647121958434,-0.07185080137858957
-0.14645378922937505,0.008901605950085992
-0.08105855418823296,-0.0017812998880838912
0.00043885503833890295,-0.007631873225545583
0.017678963611925714,-0.01441061017997364
-0.01017363328111767,-0.09376096009832462
-0.2385617080167419,0.1463541889191673
0.012662363364402143,-0.19214900048205757
-0.09241531221689145,0.07331791038149234
0.13227484963757624,0.016579014518019075
0.11595535555439432,0.0861828833418856
-0.07427275443238418,-0.037440786296145695
-0.21407145905558828,0.008144280346596885
0.04312474689400787,-0.006932164434457887
-0.03872344505284717,-0.051288688599294675
-0.10995274868841107,0.19963895102421247
0.36317191696986334,0.0555764054063457
-0.010610316866382717,-0.07977060974173561
0.01122884523929564,-0.023785739423445532
-0.14972782544683833,-0.11343316625262587
-0.03268919942267326,-0.024355124165317932
-0.12993640859848374,-0.04198285588669368
0.035425862313115807,-0.09216586355605307
-0.005043684231001974,0.08371856333022769
-0.08969390229365695,0.013652451589250202
0.10141937341806828,0.0029750596128645564
0.08026228762259838,-0.04932937772210072
0.0033597848819934967,-0.08308271693761932
-0.05557897456030401,-0.02107045199473279
-0.014027998113478908,0.09764386075906088
0.020232506128149863,0.1068598378841671
-0.03445724961205944,-0.06696107670071944
-0.2241640619343926,0.006743410520612213
0.04231112412719035,-0.09712493665406922
0.1099573933729612,0.1831101105448473
0.10879775341898038,-0.05899406077891824
0.13599835955941902,0.11351244706556349
0.0911117010555722,0.13180465861830604
0.0978413803221825,-0.05487295681693896
-0.04350260605479126,0.07908853560905589
0.04476941739753332,-0.07789010794038562
-0.31102723987458547,0.14772145902785558
-0.052287953353811784,-0.030898725056178987
-0.13834508072767948,-0.010471102742132744
-0.30570842959879474,-0.16299933778763437
-0.1270677424162212,0.004464089571908705
-0.02131759504828383,-0.155752609373717
-0.1696197310001387,0.05423223449895145
0.05662856771403854,-0.0036773422873160357
